board_representation,random_agent_final_score_20_gen,random_agent_final_score_50_gen,maximizing_neighbors_agent_final_score_20_gen,maximizing_neighbors_agent_final_score_50_gen,minimizing_neighbors_agent_final_score_20_gen,minimizing_neighbors_agent_final_score_50_gen,idealizing_neighbors_agent_final_score_20_gen,idealizing_neighbors_agent_final_score_50_gen,without_agent_final_score_20_gen,without_agent_final_score_50_gen,is_infinite_without_interference
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (4, 0), (4, 3), (0, 0), (0, 3), (2, 0), (1, 4), (3, 0), (2, 3), (2, 2), (3, 2), (4, 1)} |",0,5,10,9,0,0,13,14,12,13,True
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (1, 3), (4, 0), (1, 2), (4, 3), (3, 1), (1, 1), (2, 0), (1, 4), (2, 3), (3, 2), (4, 1)} |",0,0,0,0,4,4,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 1), (0, 3), (4, 2), (0, 2), (3, 3), (1, 0), (1, 3)} |",2,0,8,7,4,4,11,11,6,6,True
"| width: 5, height: 5, live_cells: {(0, 1), (4, 0), (0, 0), (3, 1), (0, 3), (4, 2), (0, 2), (3, 3), (1, 0), (3, 2), (1, 3)} |",4,0,4,7,4,4,14,17,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (1, 2), (2, 1), (3, 4), (0, 0), (3, 1), (4, 3), (1, 1), (2, 0), (1, 4), (4, 2), (3, 0), (2, 3), (0, 2), (3, 2), (4, 1)} |",5,0,0,0,0,0,11,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (1, 2), (0, 4), (4, 3), (0, 3), (2, 0), (1, 4), (3, 0), (4, 2), (2, 2), (1, 0), (3, 2), (4, 1)} |",0,8,5,8,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(2, 4), (0, 3), (3, 4)} |",0,0,7,7,0,0,12,12,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (3, 1), (0, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (0, 4), (2, 1), (3, 2), (4, 1), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4)} |",0,0,0,0,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (1, 2), (2, 1), (0, 0), (4, 3), (0, 3), (2, 0), (1, 4), (3, 3), (2, 2), (1, 0)} |",0,0,6,6,0,0,12,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (1, 3), (1, 2), (0, 4), (4, 0), (2, 1), (0, 0), (1, 1), (0, 3), (3, 0), (2, 3), (0, 2), (3, 3), (2, 2), (1, 0), (4, 1)} |",6,0,7,7,4,4,11,15,9,9,True
"| width: 5, height: 5, live_cells: {(4, 4), (1, 3), (4, 0), (0, 4), (1, 2), (0, 0), (3, 1), (4, 3), (1, 1), (0, 3), (2, 0), (4, 2), (1, 4), (3, 0), (0, 2), (1, 0), (3, 2), (4, 1)} |",0,0,8,8,0,0,8,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (1, 2), (4, 0), (3, 4), (2, 1), (4, 3), (3, 1), (4, 1), (1, 1), (2, 0), (1, 4), (3, 0), (4, 2), (0, 2), (3, 3), (2, 2), (1, 3)} |",0,0,0,0,0,0,17,17,0,0,False
"| width: 5, height: 5, live_cells: {(2, 4), (4, 0), (2, 1), (3, 1), (1, 1), (0, 3), (2, 0), (4, 2), (0, 2), (2, 2), (1, 0), (3, 2), (1, 3)} |",0,0,8,8,4,4,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(2, 4), (0, 4), (2, 1), (3, 1), (2, 0), (2, 3)} |",0,0,8,8,0,0,10,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (1, 3), (2, 4), (1, 2), (4, 0), (2, 1), (0, 4), (4, 3), (1, 1), (0, 3), (4, 2), (3, 0), (0, 2), (3, 3), (2, 2), (1, 0), (3, 2), (4, 1)} |",0,0,6,6,0,0,11,11,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (1, 2), (0, 4), (3, 4), (2, 1), (4, 0), (3, 1), (0, 0), (0, 3), (1, 4), (4, 2), (0, 2), (3, 3), (2, 2), (3, 2), (1, 3)} |",0,0,8,8,0,0,16,12,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (1, 3), (2, 4), (4, 0), (1, 2), (2, 1), (3, 4), (0, 0), (1, 1), (2, 0), (4, 2), (3, 0), (2, 3), (3, 3), (1, 0), (3, 2), (4, 1)} |",0,0,7,4,4,4,13,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (2, 0), (2, 3)} |",0,0,0,0,0,0,15,12,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (0, 4), (2, 1), (0, 0), (2, 0), (4, 2), (3, 0), (3, 2), (4, 1)} |",10,0,9,6,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (0, 4), (3, 1), (1, 1), (2, 0), (4, 2), (0, 2), (3, 3), (1, 0)} |",6,0,8,8,4,4,14,14,6,6,True
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (2, 4), (1, 2), (4, 0), (2, 1), (3, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3), (0, 2), (1, 0), (3, 2), (1, 3)} |",0,0,4,4,0,0,12,12,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,17,9,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (4, 0), (0, 4), (3, 4), (2, 1), (2, 0), (4, 2), (1, 4), (2, 3), (2, 2), (3, 2), (1, 3)} |",9,0,12,4,0,0,16,11,0,0,False
"| width: 5, height: 5, live_cells: {(1, 1), (0, 2), (0, 4)} |",7,0,0,0,0,0,4,4,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (2, 2), (1, 0), (1, 3), (4, 2), (3, 3), (0, 1), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (2, 0), (1, 4), (2, 3)} |",3,0,0,0,0,0,15,11,0,0,False
"| width: 5, height: 5, live_cells: {(3, 1), (0, 1), (2, 2)} |",0,0,6,6,0,0,18,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (1, 0), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (1, 1), (0, 3), (2, 0), (1, 4)} |",5,0,0,0,0,0,13,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,9,0,0,0,0,10,10,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (0, 4), (3, 4), (1, 2), (0, 0), (3, 0), (2, 3), (3, 3), (1, 3)} |",0,0,0,0,0,0,12,11,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 1), (3, 1), (2, 0), (2, 2), (3, 2)} |",0,0,5,5,0,0,15,15,0,0,False
"| width: 5, height: 5, live_cells: {(2, 4), (1, 2), (0, 4), (2, 1), (3, 4), (0, 0), (3, 1), (1, 1), (0, 3), (4, 2), (2, 3), (1, 0), (4, 1)} |",11,0,7,8,4,4,17,17,16,16,True
"| width: 5, height: 5, live_cells: {(1, 3), (4, 0), (2, 0), (4, 2), (0, 2), (1, 0), (3, 2), (4, 1)} |",0,0,5,5,0,0,13,16,7,7,True
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (2, 4), (1, 2), (4, 0), (3, 4), (0, 4), (4, 3), (1, 1), (2, 0), (4, 2), (3, 0), (2, 3), (3, 3), (2, 2), (1, 0), (1, 3)} |",0,0,7,8,4,4,17,17,4,4,True
"| width: 5, height: 5, live_cells: {(0, 1), (4, 0), (3, 4), (4, 3), (3, 1), (3, 2)} |",0,0,8,8,0,0,16,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (1, 2), (0, 4), (3, 4), (0, 0), (1, 1), (2, 0), (2, 3), (3, 3)} |",0,0,7,7,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (1, 0), (1, 3), (4, 2), (3, 0), (0, 1), (2, 4), (0, 4), (4, 1), (4, 4), (0, 0), (1, 1), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,12,12,0,0,False
"| width: 5, height: 5, live_cells: {(1, 2), (0, 3), (1, 4), (2, 2), (4, 1)} |",0,0,7,7,0,0,17,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (1, 2), (2, 1), (1, 1), (0, 2)} |",0,0,0,0,4,4,13,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (2, 4), (1, 2), (3, 2), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,9,8,0,0,16,16,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (1, 2), (0, 4), (3, 4), (4, 3), (2, 0), (1, 4), (2, 3), (2, 2), (1, 0), (3, 2), (1, 3)} |",0,8,8,8,4,4,13,13,5,5,True
"| width: 5, height: 5, live_cells: {(4, 4), (1, 2), (0, 3), (2, 0), (1, 4), (3, 0), (0, 2), (1, 0), (3, 2)} |",7,0,5,5,0,0,12,12,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (2, 4), (1, 2), (0, 4), (3, 2), (4, 4), (0, 0), (1, 1), (0, 3), (2, 3)} |",0,0,0,0,0,0,5,5,0,0,False
"| width: 5, height: 5, live_cells: {(0, 4), (0, 0), (4, 3), (4, 2), (3, 0), (2, 3), (0, 2), (1, 0), (4, 1)} |",0,0,6,7,4,4,11,14,4,4,True
"| width: 5, height: 5, live_cells: {(1, 1), (3, 4)} |",0,0,0,0,0,0,0,0,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (0, 1), (1, 2), (0, 4), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",10,0,0,0,0,0,12,11,0,0,False
"| width: 5, height: 5, live_cells: {(2, 4), (1, 2), (2, 1), (3, 4), (1, 4), (2, 3), (3, 2), (1, 3)} |",0,0,12,12,0,0,9,14,7,7,True
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (0, 4), (3, 4), (4, 3), (0, 0), (0, 3), (2, 0), (3, 0), (3, 3)} |",0,0,5,4,4,4,13,13,4,4,True
"| width: 5, height: 5, live_cells: {(4, 1), (0, 0), (1, 1), (0, 3), (2, 0), (2, 3), (0, 2), (1, 0), (1, 3)} |",0,0,6,7,0,0,12,12,7,7,True
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 4), (0, 0), (1, 1), (0, 3), (4, 2), (3, 0), (2, 3), (0, 2), (2, 2), (3, 2), (1, 3)} |",0,0,6,6,0,0,13,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (0, 2), (3, 2), (4, 2)} |",0,0,7,7,0,0,4,4,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (1, 2), (0, 4), (3, 4), (4, 0), (4, 3), (0, 0), (3, 1), (1, 1), (2, 0), (2, 3), (3, 3), (3, 2), (1, 3)} |",0,0,8,8,8,8,16,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (1, 2), (4, 0), (2, 1), (3, 4), (4, 3), (3, 1), (0, 3), (2, 3), (3, 3), (1, 0), (3, 2)} |",3,7,14,6,0,0,15,13,4,4,True
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (0, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,17,9,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (4, 3), (3, 1), (0, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,4,4,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (0, 3), (2, 0), (1, 4)} |",0,0,0,0,0,0,11,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (0, 1), (2, 4), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (1, 4), (2, 3)} |",0,0,0,0,0,0,13,10,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (2, 2), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4)} |",0,0,0,0,0,0,15,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (1, 3), (4, 0), (0, 4), (2, 1), (3, 4), (1, 1), (0, 3), (4, 2), (1, 4), (2, 3), (3, 0), (0, 2), (3, 3), (2, 2), (1, 0), (3, 2), (4, 1)} |",2,0,6,6,0,0,14,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 4), (0, 0), (3, 1), (0, 3), (3, 3), (2, 2), (1, 0), (1, 3)} |",0,9,8,8,0,0,12,12,0,0,False
"| width: 5, height: 5, live_cells: {(1, 0), (0, 4), (0, 0)} |",0,0,0,0,0,0,4,4,0,0,False
"| width: 5, height: 5, live_cells: {(3, 1), (4, 2), (0, 1)} |",0,0,6,6,0,0,13,13,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (4, 0), (1, 2), (1, 4), (0, 2), (4, 1)} |",2,0,8,8,0,0,15,15,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (0, 4), (0, 0), (1, 1), (4, 2), (0, 2), (2, 2), (3, 2), (1, 3)} |",5,0,7,8,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (1, 3), (2, 4), (1, 2), (4, 0), (0, 4), (3, 4), (0, 0), (4, 3), (1, 1), (2, 0), (1, 4), (3, 0), (0, 2), (2, 2), (1, 0), (3, 2), (4, 1)} |",0,0,9,6,0,0,16,11,13,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (0, 3), (2, 0), (1, 4)} |",0,0,0,0,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (0, 3), (2, 0)} |",2,0,6,6,0,0,17,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (0, 4), (2, 1), (3, 4), (0, 0), (4, 3), (4, 2), (3, 3), (1, 0), (4, 1)} |",5,0,6,6,0,0,11,14,4,4,True
"| width: 5, height: 5, live_cells: {(1, 2), (0, 4), (2, 1), (3, 1), (1, 1), (0, 3), (4, 2), (3, 0), (2, 3), (3, 3), (3, 2), (4, 1)} |",0,7,4,4,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (1, 2), (4, 0), (3, 1), (3, 0), (2, 3), (3, 2), (4, 1)} |",0,0,9,9,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (4, 0), (3, 4), (0, 0), (3, 1), (4, 3), (1, 1), (0, 3), (2, 0), (3, 0), (0, 2), (3, 3), (2, 2), (3, 2)} |",0,0,7,7,4,4,12,12,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4)} |",0,0,0,0,0,0,10,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 4), (3, 4), (2, 1), (0, 0), (4, 3), (3, 1), (2, 0), (3, 0), (2, 3), (0, 2), (3, 3), (2, 2), (1, 0), (3, 2), (1, 3)} |",0,0,0,0,0,0,0,0,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (1, 3)} |",0,0,6,6,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (1, 2), (3, 4), (0, 0), (3, 1), (0, 3), (3, 3), (1, 0), (3, 2)} |",0,0,12,6,4,4,10,15,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 0), (3, 0), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,15,11,0,0,False
"| width: 5, height: 5, live_cells: {(2, 4), (1, 2), (0, 4), (2, 1), (3, 4), (4, 3), (0, 0), (3, 1), (1, 4), (3, 0), (2, 3), (4, 2), (3, 3), (1, 0), (3, 2), (1, 3)} |",0,0,0,0,0,0,12,11,3,3,True
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (2, 4), (3, 4), (0, 0), (0, 3), (2, 0), (4, 2), (3, 0), (2, 3), (3, 2), (1, 3)} |",0,0,0,0,0,0,11,11,4,4,True
"| width: 5, height: 5, live_cells: {(2, 2), (0, 0)} |",0,0,0,0,0,0,0,0,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (4, 3), (3, 1), (0, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,10,10,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (1, 2), (0, 4), (3, 4), (2, 1), (4, 3), (3, 1), (1, 1), (2, 0), (1, 4), (2, 3), (0, 2), (3, 3), (1, 0)} |",8,0,0,0,0,0,12,13,0,0,False
"| width: 5, height: 5, live_cells: {(4, 3), (3, 1), (0, 2), (1, 0), (1, 3), (4, 2), (3, 3), (0, 1), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,6,6,0,0,15,16,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (2, 4), (1, 2), (0, 4), (3, 4), (2, 1), (4, 3), (4, 1), (0, 3), (2, 0), (1, 4), (4, 2), (2, 3), (3, 0), (3, 3), (3, 2), (1, 3)} |",0,0,0,0,4,4,11,11,4,4,True
"| width: 5, height: 5, live_cells: {(2, 1), (4, 3), (3, 1), (0, 0), (1, 1), (0, 3), (1, 4), (3, 0), (2, 3), (4, 2), (0, 2), (3, 3), (2, 2)} |",8,0,4,4,0,0,14,14,12,12,True
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (2, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (3, 2), (4, 1), (0, 0), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,4,4,4,4,10,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (2, 4), (4, 0), (1, 2), (1, 3), (2, 1), (0, 0), (1, 1), (0, 3), (2, 0), (4, 2), (3, 0), (2, 3), (0, 2), (2, 2), (3, 2), (4, 1)} |",0,0,2,10,0,0,13,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (1, 3), (0, 3), (1, 4), (4, 2), (0, 2), (3, 3), (3, 2), (4, 1)} |",0,0,7,7,0,0,14,14,6,6,True
"| width: 5, height: 5, live_cells: {(3, 4), (4, 3), (3, 1), (0, 2), (1, 0), (1, 3), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (0, 0), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,11,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (4, 1), (3, 3), (2, 2)} |",0,0,8,8,0,0,18,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (1, 2), (0, 4), (2, 0), (1, 0), (3, 2)} |",8,0,8,8,0,0,10,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (2, 4), (2, 1), (3, 4), (1, 1), (3, 0), (2, 3)} |",10,0,10,6,0,0,16,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (4, 0), (0, 4), (3, 4), (4, 3), (0, 3), (4, 2), (0, 2), (3, 2)} |",9,0,8,8,4,4,13,13,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (1, 3), (4, 0), (0, 4), (3, 4), (1, 2), (4, 3), (0, 0), (1, 1), (0, 3), (2, 0), (4, 2), (1, 4), (0, 2), (2, 2), (1, 0), (4, 1)} |",0,0,9,6,0,0,9,6,5,5,True
"| width: 5, height: 5, live_cells: {(0, 1), (4, 0), (3, 4), (0, 0), (4, 3), (1, 1), (2, 0), (4, 2), (1, 0), (3, 2), (4, 1)} |",0,0,7,6,0,0,13,13,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (1, 2), (3, 4), (0, 0), (3, 1), (4, 1), (4, 2), (3, 0), (0, 2), (2, 2), (1, 0), (1, 3)} |",8,0,7,6,4,4,12,12,6,6,True
"| width: 5, height: 5, live_cells: {(2, 1), (3, 1), (1, 1), (4, 2), (1, 4), (3, 3), (1, 3)} |",3,0,8,8,0,0,12,11,16,16,True
"| width: 5, height: 5, live_cells: {(0, 0), (4, 0), (1, 4), (0, 3)} |",0,0,0,0,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (3, 4), (1, 1), (3, 3), (3, 2)} |",0,0,11,8,0,0,15,11,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (4, 0), (1, 2), (2, 1), (2, 0), (1, 4), (2, 3), (2, 2), (1, 0), (1, 3)} |",6,7,9,8,0,0,11,15,0,0,False
"| width: 5, height: 5, live_cells: {(2, 3), (4, 2)} |",0,0,3,6,0,0,13,13,0,0,False
"| width: 5, height: 5, live_cells: {(2, 4), (1, 2), (0, 4), (3, 4), (2, 1), (0, 0), (4, 3), (3, 1), (1, 1), (0, 3), (4, 2), (3, 0), (1, 4), (2, 3), (0, 2)} |",0,7,7,7,4,4,14,11,0,0,False
"| width: 5, height: 5, live_cells: {(2, 3), (0, 3), (3, 3), (2, 2)} |",4,8,4,4,0,0,15,15,6,6,True
"| width: 5, height: 5, live_cells: {(0, 1), (4, 0), (3, 4), (1, 4), (3, 0), (2, 3), (4, 2), (0, 2), (4, 1)} |",2,0,7,7,0,0,14,16,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (1, 3), (2, 4), (4, 0), (0, 4), (2, 1), (0, 0), (3, 1), (2, 0), (4, 2), (3, 3), (2, 2), (1, 0), (3, 2), (4, 1)} |",0,7,0,0,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 4), (3, 1), (1, 1), (3, 0), (2, 3), (3, 3), (1, 0), (1, 3)} |",7,0,6,6,0,0,10,10,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (1, 0), (1, 3), (3, 0), (3, 3), (0, 1), (1, 2), (0, 4), (2, 1), (4, 1), (4, 4), (0, 0), (1, 1), (2, 0), (1, 4), (2, 3)} |",7,0,0,0,0,0,16,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (2, 1), (0, 0), (1, 1), (0, 3), (2, 0), (4, 2), (3, 0), (0, 2), (3, 3), (2, 2), (1, 0), (3, 2)} |",0,0,10,10,0,0,14,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (4, 0), (0, 4), (2, 1), (0, 0), (4, 3), (1, 1), (2, 0), (1, 4), (3, 0), (2, 3), (3, 3), (1, 0), (1, 3)} |",0,0,9,9,4,4,9,11,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (2, 2), (1, 0), (4, 2), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (2, 0), (1, 4), (2, 3)} |",0,0,0,0,0,0,15,14,0,0,False
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (1, 3), (1, 2), (4, 0), (3, 4), (2, 1), (0, 0), (3, 1), (4, 3), (1, 1), (1, 4), (4, 2), (0, 2), (3, 3), (1, 0), (3, 2), (4, 1)} |",0,0,0,0,0,0,10,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (4, 4), (2, 4), (0, 4), (3, 4), (0, 3), (4, 2), (3, 0), (2, 3), (2, 2)} |",7,0,6,6,0,0,10,14,7,7,True
"| width: 5, height: 5, live_cells: {(4, 4), (0, 1), (2, 4), (0, 4), (4, 3), (2, 0), (4, 2), (1, 4), (2, 3), (3, 3), (1, 3)} |",0,0,10,7,0,0,11,11,0,0,False
"| width: 5, height: 5, live_cells: {(4, 0), (3, 4), (4, 3), (3, 1), (0, 2), (2, 2), (1, 3), (3, 0), (3, 3), (0, 1), (2, 4), (1, 2), (0, 4), (2, 1), (3, 2), (4, 1), (4, 4), (0, 0), (1, 1), (0, 3), (1, 4), (2, 3)} |",0,0,0,0,0,0,11,14,0,0,False
"| width: 5, height: 5, live_cells: {(0, 1), (2, 4), (4, 0), (0, 4), (2, 1), (3, 4), (4, 3), (3, 1), (1, 1), (2, 0), (1, 4), (0, 2), (3, 3), (1, 0), (3, 2), (4, 1)} |",8,8,8,8,0,0,15,16,6,6,True
