life_at_0_0,life_at_0_1,life_at_0_2,life_at_0_3,life_at_0_4,life_at_1_0,life_at_1_1,life_at_1_2,life_at_1_3,life_at_1_4,life_at_2_0,life_at_2_1,life_at_2_2,life_at_2_3,life_at_2_4,life_at_3_0,life_at_3_1,life_at_3_2,life_at_3_3,life_at_3_4,life_at_4_0,life_at_4_1,life_at_4_2,life_at_4_3,life_at_4_4,num_alive,ideal_neighbors_heuristic,max_neighbors_heuristic,min_neighbors_heuristic,is_infinite
False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,False,False,False,True,8,11,53,0.018867924528301886,True
False,True,True,False,True,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,False,True,True,True,True,14,16,75,0.013333333333333334,True
False,False,True,True,True,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,True,10,13,55,0.01818181818181818,False
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,5,10,34,0.029411764705882353,True
True,True,False,False,True,True,True,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True,False,True,True,18,10,100,0.01,True
True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,22,4,125,0.008,False
False,True,True,False,True,True,True,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,17,9,102,0.00980392156862745,False
True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,21,6,123,0.008130081300813009,False
False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,False,False,17,10,106,0.009433962264150943,False
False,True,False,True,False,True,False,True,True,False,False,True,True,True,False,True,False,True,True,False,True,True,False,True,False,14,14,89,0.011235955056179775,False
True,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,9,12,47,0.02127659574468085,False
False,True,True,True,True,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,True,False,False,True,True,14,9,76,0.013157894736842105,False
False,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,9,14,52,0.019230769230769232,True
True,False,False,True,True,False,False,True,True,True,True,True,True,False,True,True,False,True,False,True,False,True,True,True,False,16,13,91,0.01098901098901099,True
False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,4,5,23,0.043478260869565216,False
False,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True,True,True,False,True,False,True,True,True,True,17,11,93,0.010752688172043012,True
True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,23,4,134,0.007462686567164179,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2,2,13,0.07692307692307693,False
False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,True,True,False,True,False,False,True,False,False,12,13,72,0.013888888888888888,True
True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,19,9,107,0.009345794392523364,False
False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,True,False,False,8,13,44,0.022727272727272728,True
True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,23,4,134,0.007462686567164179,False
False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,3,4,18,0.05555555555555555,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,2,10,0.1,False
True,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,True,True,False,True,True,True,True,19,6,107,0.009345794392523364,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,0,13,0.07692307692307693,False
False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,6,11,39,0.02564102564102564,False
True,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,True,False,True,True,14,13,71,0.014084507042253521,False
True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,23,4,134,0.007462686567164179,False
True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,9,13,42,0.023809523809523808,False
True,True,False,False,True,False,False,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,9,13,50,0.02,True
False,True,False,False,True,True,True,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,9,13,58,0.017241379310344827,False
True,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,10,12,44,0.022727272727272728,False
True,True,False,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True,12,13,57,0.017543859649122806,True
False,True,True,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,True,True,True,False,True,False,True,13,15,70,0.014285714285714285,False
True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,True,False,9,11,44,0.022727272727272728,False
True,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,True,False,True,False,16,12,89,0.011235955056179775,False
True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,5,7,29,0.034482758620689655,False
True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False,True,False,12,15,71,0.014084507042253521,False
False,False,True,True,False,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True,False,False,True,True,14,11,78,0.01282051282051282,True
True,True,False,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,12,11,63,0.015873015873015872,False
False,True,False,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,True,True,15,9,86,0.011627906976744186,False
False,True,True,False,False,True,False,False,False,True,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,14,12,77,0.012987012987012988,True
True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,19,8,108,0.009259259259259259,False
False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,6,9,35,0.02857142857142857,False
True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,16,0.0625,False
False,True,False,False,True,True,False,True,False,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,14,14,73,0.0136986301369863,False
True,True,False,True,True,False,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,True,18,7,94,0.010638297872340425,False
False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,6,12,39,0.02564102564102564,True
False,True,True,True,False,True,False,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,False,True,16,12,88,0.011363636363636364,True
False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,4,4,18,0.05555555555555555,False
False,False,True,False,False,False,True,False,True,True,False,True,True,True,False,True,False,True,False,True,True,False,True,False,False,12,10,76,0.013157894736842105,True
True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,True,True,15,12,92,0.010869565217391304,False
True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,21,5,121,0.008264462809917356,False
True,True,False,True,True,True,False,False,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,19,10,102,0.00980392156862745,False
False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,5,9,31,0.03225806451612903,False
True,True,True,False,True,True,True,False,True,True,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,17,10,94,0.010638297872340425,True
False,False,True,False,True,True,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,True,True,True,15,13,89,0.011235955056179775,False
False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,6,11,34,0.029411764705882353,True
True,True,True,True,True,False,True,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,True,True,18,7,97,0.010309278350515464,False
True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,22,5,125,0.008,False
True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,22,5,126,0.007936507936507936,False
False,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,False,18,10,107,0.009345794392523364,False
True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,21,7,126,0.007936507936507936,True
False,True,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,False,15,14,85,0.011764705882352941,True
False,True,True,False,True,True,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,15,15,80,0.0125,True
True,False,False,False,True,False,True,True,True,True,True,True,False,False,True,False,True,False,True,True,False,True,True,False,False,14,13,84,0.011904761904761904,False
True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,22,5,133,0.007518796992481203,False
False,True,True,False,False,False,True,False,True,False,False,True,True,True,False,True,False,True,False,True,False,False,True,True,True,13,13,81,0.012345679012345678,True
False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,True,False,True,False,10,13,57,0.017543859649122806,False
True,False,False,True,True,False,True,False,True,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,True,12,13,69,0.014492753623188406,True
False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,0,11,0.09090909090909091,False
False,False,False,False,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,11,14,63,0.015873015873015872,True
True,True,True,True,False,True,True,True,True,False,True,True,True,True,True,False,True,False,False,True,True,True,True,True,True,20,9,115,0.008695652173913044,False
True,False,False,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,20,8,113,0.008849557522123894,True
True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,20,5,112,0.008928571428571428,False
False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,7,9,31,0.03225806451612903,False
True,True,False,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,12,12,71,0.014084507042253521,False
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,0,11,0.09090909090909091,False
False,True,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,9,16,55,0.01818181818181818,True
True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,12,10,63,0.015873015873015872,False
True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,4,2,14,0.07142857142857142,False
False,True,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,False,True,False,15,9,88,0.011363636363636364,True
True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,False,True,False,True,12,18,63,0.015873015873015872,False
False,True,True,True,False,False,True,False,True,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,13,13,78,0.01282051282051282,True
False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,11,12,65,0.015384615384615385,False
True,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,20,6,113,0.008849557522123894,False
True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,22,6,128,0.0078125,False
True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,22,6,126,0.007936507936507936,False
False,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,True,True,True,False,False,False,True,True,12,14,76,0.013157894736842105,False
False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,True,False,True,True,False,True,18,10,110,0.00909090909090909,False
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,0,13,0.07692307692307693,False
False,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,True,False,False,False,9,12,47,0.02127659574468085,True
True,True,True,True,False,False,True,True,False,False,False,True,True,True,False,True,True,False,True,True,False,False,True,False,True,15,10,92,0.010869565217391304,False
False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,2,20,0.05,False
False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,7,11,41,0.024390243902439025,False
False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True,True,True,False,True,True,10,15,55,0.01818181818181818,True
False,True,False,True,False,True,True,False,False,False,True,True,True,False,False,True,True,False,True,False,True,False,True,True,False,13,11,78,0.01282051282051282,False
False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,7,10,39,0.02564102564102564,False
False,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,20,7,125,0.008,False
False,True,False,False,True,True,True,True,True,True,True,False,False,False,True,False,True,False,True,True,False,True,False,False,True,14,16,81,0.012345679012345678,False
False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,4,3,18,0.05555555555555555,False
True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,8,17,42,0.023809523809523808,True
False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,False,False,False,7,8,42,0.023809523809523808,True
False,True,False,True,True,False,True,False,True,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,True,14,10,84,0.011904761904761904,True
True,True,True,True,True,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True,17,12,89,0.011235955056179775,True
False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False,True,8,10,45,0.022222222222222223,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,6,8,32,0.03125,False
True,False,True,True,False,True,False,False,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False,17,10,93,0.010752688172043012,False
False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,6,8,33,0.030303030303030304,False
False,True,False,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,17,10,107,0.009345794392523364,True
False,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,False,False,False,True,True,True,False,False,13,11,78,0.01282051282051282,False
False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,13,7,82,0.012195121951219513,False
True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,7,11,42,0.023809523809523808,True
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,4,4,23,0.043478260869565216,False
True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,True,21,6,123,0.008130081300813009,False
False,False,True,True,True,True,True,True,False,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,True,15,13,86,0.011627906976744186,False
True,True,True,False,True,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True,True,True,16,10,93,0.010752688172043012,False
False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,8,16,44,0.022727272727272728,False
False,True,False,True,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,True,True,True,True,10,10,54,0.018518518518518517,False
True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,19,9,108,0.009259259259259259,False
False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,6,14,39,0.02564102564102564,False
False,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,False,18,9,107,0.009345794392523364,True
True,True,False,True,True,True,True,False,True,False,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,18,8,99,0.010101010101010102,True
False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5,9,32,0.03125,True
False,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,7,13,45,0.022222222222222223,True
False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,5,12,34,0.029411764705882353,True
True,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,9,10,47,0.02127659574468085,True
True,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,20,8,113,0.008849557522123894,False
True,True,True,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,19,11,107,0.009345794392523364,False
False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,False,18,9,107,0.009345794392523364,False
True,False,False,True,True,False,True,False,True,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True,False,14,12,81,0.012345679012345678,False
False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,True,False,False,True,False,True,True,False,False,11,16,62,0.016129032258064516,False
False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True,True,False,17,10,99,0.010101010101010102,True
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,4,9,29,0.034482758620689655,True
False,True,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True,True,True,18,8,102,0.00980392156862745,True
True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,21,3,121,0.008264462809917356,False
False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,6,12,42,0.023809523809523808,False
False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,False,21,5,130,0.007692307692307693,False
False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,5,8,24,0.041666666666666664,False
True,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,False,False,True,False,False,True,False,True,False,14,10,83,0.012048192771084338,False
False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,10,12,55,0.01818181818181818,False
True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,18,9,100,0.01,False
False,False,True,True,False,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,False,True,15,10,83,0.012048192771084338,True
False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,9,12,53,0.018867924528301886,False
False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,5,21,0.047619047619047616,False
False,False,False,False,True,False,True,False,False,True,True,True,False,False,False,True,True,True,True,False,True,False,True,False,False,11,11,66,0.015151515151515152,True
False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,False,True,9,15,61,0.01639344262295082,False
True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,True,True,True,False,False,False,True,True,False,False,14,12,80,0.0125,True
False,False,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,False,False,True,True,True,False,False,False,11,10,66,0.015151515151515152,True
False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,3,0,11,0.09090909090909091,False
True,False,True,True,True,False,True,False,False,False,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,16,12,84,0.011904761904761904,False
False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,4,2,21,0.047619047619047616,False
True,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,7,11,37,0.02702702702702703,True
True,False,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True,15,10,90,0.011111111111111112,True
True,False,True,True,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,9,8,47,0.02127659574468085,True
True,True,False,True,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,True,13,12,71,0.014084507042253521,True
False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,True,True,False,False,9,8,50,0.02,False
False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,5,9,30,0.03333333333333333,False
False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,13,0.07692307692307693,False
True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,20,6,113,0.008849557522123894,False
True,True,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,False,17,9,100,0.01,False
False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,5,7,35,0.02857142857142857,False
True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,22,5,123,0.008130081300813009,False
False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,True,True,True,True,True,False,True,18,8,102,0.00980392156862745,False
False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,False,True,True,False,True,False,True,True,True,True,14,14,83,0.012048192771084338,True
False,True,False,False,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True,True,False,False,True,10,8,52,0.019230769230769232,False
False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,True,False,False,14,13,83,0.012048192771084338,True
False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,20,6,112,0.008928571428571428,False
False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,1,13,0.07692307692307693,False
True,True,False,True,False,False,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,True,False,True,True,15,9,87,0.011494252873563218,False
True,False,True,True,True,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,False,False,True,True,False,13,19,70,0.014285714285714285,False
True,True,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,False,18,13,96,0.010416666666666666,False
False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,5,9,29,0.034482758620689655,False
False,False,True,True,True,True,False,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,11,16,57,0.017543859649122806,False
False,True,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,10,13,65,0.015384615384615385,False
True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,False,False,21,5,123,0.008130081300813009,False
False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,True,True,True,11,15,65,0.015384615384615385,False
False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,True,True,9,12,55,0.01818181818181818,True
False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,3,4,16,0.0625,False
True,False,True,True,True,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,True,15,8,82,0.012195121951219513,True
False,True,True,False,False,True,False,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,18,8,104,0.009615384615384616,False
True,True,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,18,7,113,0.008849557522123894,False
True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,6,11,37,0.02702702702702703,False
False,True,True,False,False,False,True,False,True,False,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,15,14,86,0.011627906976744186,True
False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,True,False,True,10,16,48,0.020833333333333332,False
False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,5,8,29,0.034482758620689655,False
False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2,2,16,0.0625,False
False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,False,8,13,56,0.017857142857142856,False
True,False,True,False,True,True,True,False,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False,True,True,15,14,79,0.012658227848101266,True
False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,True,False,8,12,53,0.018867924528301886,False
True,False,True,True,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,False,False,True,18,7,103,0.009708737864077669,False
False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,4,4,23,0.043478260869565216,False
False,True,True,False,False,False,False,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,10,12,68,0.014705882352941176,False
False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,5,7,28,0.03571428571428571,False
False,False,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,True,False,True,True,True,False,False,14,12,84,0.011904761904761904,False
False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,True,9,17,52,0.019230769230769232,False
True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,7,10,39,0.02564102564102564,True
True,True,True,True,False,True,True,True,False,False,True,False,True,True,True,False,True,True,True,True,True,True,True,False,True,19,7,110,0.00909090909090909,False
False,False,True,False,False,False,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,17,10,99,0.010101010101010102,False
True,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,20,7,115,0.008695652173913044,False
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,4,6,21,0.047619047619047616,True
True,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True,False,False,True,True,False,True,15,8,87,0.011494252873563218,False
False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,True,True,False,False,True,16,10,95,0.010526315789473684,False
False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,5,7,29,0.034482758620689655,False
True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,9,15,45,0.022222222222222223,True
